strassenschlüssel,strassenname,stadtteilschlüssel,stadtteilname,stadtviertelschlüssel,stadtviertelname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
2602,Reeser Str.,504,Niehl,50401.0,Siedlung Gelsenkirchener Str.,50735,0007,0021,0006,0018
2603,Refrather Str.,905,Dellbrück,90504.0,Strunden,51069,0003,0031,,
2603,Refrather Str.,905,Dellbrück, , ,51069,,,0030,0030
3536,Regastr.,609,Chorweiler,60902.0,Siedlung Chorweiler-Nord,50765,0001,0011,0050,0056
2604,Regenboldstr.,608,Volkhoven/Weiler,60802.0,Weiler,50765,0001,0019,0004,0008
2605,Regensburger Str.,804,Höhenberg,80403.0,Höhenberg,51103,0001,0011,,
2605,Regensburger Str.,804,Höhenberg,80402.0,Höhenberg-Süd,51103,0013,0031,0006,0008
2606,Regentenstr.,901,Mülheim,90103.0,Mülheim,51063,0001,0097,0002,0092
2607,Rehorststr.,402,Neuehrenfeld,40201.0,Siedlung Takufeld,50825,0001,0023,0002,0024
5331,Rehweg (Lövenich),308,Lövenich,30803.0,Lövenich-Ost,50859,0001,0011,0002,0016
2608,Reichenbachstr.,909,Flittard,90903.0,Bayer-Siedlung,51061,,,0002,0004
2609,Reichenspergerplatz,104,Neustadt/Nord,10405.0,Gerichts-Viertel,50670,0001,0001a,,
5332,Reiherstr.,206,Rondorf,20607.0,Rondorf-Ost,50997,0001,0035,,
5332,Reiherstr.,206,Rondorf,20601.0,Rondorf,50997,,,0002,0084
2610,Reiherweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0089,0002,0082
5335,Reinekestr.,707,Urbach,70701.0,Urbach,51145,0001,0033,,
2611,Reinhard-Brauns-Str.,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0015,0002,0020
2612,Reinhold-Schneider-Str.,809,Neubrück,80901.0,Bungalow-Siedlung,51109,0001,0031,0002,0026
3952,Reinhold-Sonnek-Str.,710,Wahnheide,71001.0,Wahnheide,51147,0001,0013,0002,0022
5336,Reinholdstr.,709,Grengel,70904.0,Neu-Grengel,51147,0003,0025,0002,0018
2613,Reinickstr.,905,Dellbrück,90502.0,Hagedorn,51069,,,0002,0004
2614,Reinoldstr.,101,Altstadt/Süd,10103.0,Cäcilien-Viertel,50676,0001,0021,0002,0010
2615,Reischplatz,105,Deutz,10501.0,Deutz,50679,0001,0011,0002,0020
2616,Reisstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0001,0005,0002,0010
6069,Reiterstaffelplatz,202,Marienburg,20202.0,Arnoldshöhe,50968,0001,0025,0002,0024
2617,Reitweg,105,Deutz,10506.0,Fachhochschule Deutz,50679,0001,0011,0002,0004
2618,Rektor-Klein-Str.,406,Ossendorf,40604.0,Ossendorf-Nord,50827,0001,0021,0002,0074
2619,Rektor-Schmitz-Str.,402,Neuehrenfeld,40201.0,Siedlung Takufeld,50825,0001,0047,0002,0044
2620,Remagener Str.,202,Marienburg,20201.0,Marienburg,50968,0001,0009,0002,0014
2621,Rembrandtstr.,501,Nippes,50101.0,Sechzig-Viertel,50733,,,0002,0010
5337,Rembrandtstr. (Rodenkirchen),208,Rodenkirchen,20802.0,Künstler-Viertel,50999,0003,0011,0002,0014
2622,Remigiusstr.,302,Sülz,30202.0,Sülz,50937,0021,0057,0014,0040
5338,Remigiusstr. (Sürth),210,Sürth,21003.0,Sürth-Nord,50999,0001,0013,0002,0030
2623,Remscheider Str.,802,Kalk,80201.0,Kalk,51103,,,0002,0024
2623,Remscheider Str.,802,Kalk,80204.0,Kalk-Nord,51103,0009,0127,0028,0120
2623,Remscheider Str.,902,Buchforst, , ,51065,,,,
2624,Rendsburger Platz,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0001,0001,0002,0022
2625,René-Bohn-Str.,909,Flittard,90903.0,Bayer-Siedlung,51061,0003,0031,0002,0024
5965,René-Magritte-Promenade,306,Junkersdorf,30602.0,Stadtwaldsiedlung,50858,0001,0017,,
2626,Rengsdorfer Str.,801,Humboldt/Gremberg,80101.0,Humboldt,51105,0001,0007,0002,0008
2627,Rennbahnstr.,505,Weidenpesch,50501.0,Rennbahn-Viertel,50737,0023,0155,0002,0056
2627,Rennbahnstr.,505,Weidenpesch, , ,50737,,,0100,0152
2627,Rennbahnstr.,505,Weidenpesch,50501.0,Rennbahn-Viertel,50737,,,0154,0154
2628,Rennebergstr.,302,Sülz,30201.0,Weißhaus-Viertel,50939,0001,0025,0002,0010
2630,Repgowstr.,303,Lindenthal,30302.0,Uni-Viertel,50931,0003,0009,0002,0006
2631,Rethelstr.,305,Müngersdorf,30504.0,Neu-Müngersdorf,50933,0001,0007,0002,0010
2632,Reußstr.,908,Stammheim,90802.0,Siedlung Stammheim-Süd,51061,0001,0009,0002,0010
2633,Reutlinger Str.,507,Bilderstöckchen,50702.0,Parkgürtel-Nord,50739,0001,0049,0002,0014
5342,Revenstr.,711,Wahn,71101.0,Wahn,51147,0001,0021,0002,0050
5343,Rezagstr.,706,Porz,70601.0,Porz-Mitte,51143,0001,0029,0002,0026
2636,Rheinaustr.,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0023,0002,0032
5345,Rheinaustr. (Sürth),210,Sürth,21003.0,Sürth-Nord,50999,0001,0015,,
5345,Rheinaustr. (Sürth),210,Sürth,21001.0,Sürth,50999,,,0006,0012
5344,Rheinaustr. (Westhoven),702,Westhoven,70202.0,Westhoven,51149,0001,0079,0002,0082
2638,Rheinbacher Str.,302,Sülz,30202.0,Sülz,50937,0001,0017,0010,0034
5346,Rheinbergstr.,715,Langel,71502.0,Langel-Nord (rrh.),51143,0005,0077,0002,0092
5346,Rheinbergstr.,715,Langel, , ,51143,,,0094,0094
2640,Rheindorfer Str.,506,Longerich,50601.0,Gartenstadt-Nord,50737,0001,0023,0002,0024
2641,Rheingasse,101,Altstadt/Süd,10105.0,Georgs-Viertel,50676,0001,0013,0002,0036
5991,Rheinische Allee,306,Junkersdorf,30603.0,GE Marsdorf,50858,0005,0011,0002,0008
2642,Rheinkasseler Weg,601,Merkenich,60101.0,Rheinkassel,50769,0001,0033,0004,0034
2643,Rheinparkweg,105,Deutz, , ,50679,0001,0001,,
5347,Rheinpfädchen,210,Sürth, , ,50999,,,,
2644,Rheinsteinstr.,203,Raderberg,20301.0,Rheinsteinstr.,50968,0001,0017,0002a,0024
5348,Rheinstr.,208,Rodenkirchen,20805.0,Rodenkirchen,50996,0001a,0019,0002,0014
5350,Rheinwerft,211,Godorf,21102.0,GI Godorf-Ost,50997,,,,
2645,Rhodiusstr.,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0001,0047,0002,0022
2646,Rhöndorfer Str.,302,Sülz,30201.0,Weißhaus-Viertel,50939,0001,0019,0002,0016w
2646,Rhöndorfer Str.,301,Klettenberg,30101.0,Klettenberg,50939,0055,0061,0018,0142
3537,Rhonestr.,609,Chorweiler,60901.0,Chorweiler,50765,0001,0007,0002,0004
2647,Ricarda-Huch-Str.,908,Stammheim,90802.0,Siedlung Stammheim-Süd,51061,0001,0043,0002,0060
4760,Ricarda-Huch-Str. (Weiden),307,Weiden,30702.0,Neu-Weiden,50858,0001,0007,0002,0018
3637,Richard-Byrd-Str.,406,Ossendorf,40602.0,GE Ossendorf,50829,0001,0047,0004,0030
6009,Richard-Landsberg-Weg,708,Elsdorf,70801.0,Elsdorf,51145,0001,0021,0002,0006
2648,Richard-Strauss-Str.,303,Lindenthal,30306.0,Melaten,50931,0001,0007b,0002,0002
2649,Richard-Wagner-Str.,102,Neustadt/Süd,10205.0,Komponisten-Viertel,50674,0001,0077,0002,0046
5352,Richard-Wagner-Str. (Eil),705,Eil,70502.0,Eil,51145,0001,0023,0002,0090
5354,Richard-Wagner-Str. (Rodenkirchen),208,Rodenkirchen,20802.0,Künstler-Viertel,50999,0003,0041,0002,0046
5353,Richard-Wagner-Str. (Weiden),307,Weiden,30701.0,Alt-Weiden,50858,0001,0001,,
5353,Richard-Wagner-Str. (Weiden),307,Weiden,30701.0,Alt-Weiden,50859,0009,0037,0002,0034
2650,Richartzstr.,103,Altstadt/Nord,10305.0,City,50667,,,0002,0016
2651,Richmodstr.,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,0001,0031,0002,0012
2652,Richrather Weg,906,Höhenhaus,90604.0,Siedlung Emberg,51061,0001,0003,0002,0006
2653,Richterstr.,305,Müngersdorf,30504.0,Neu-Müngersdorf,50933,,,0002,0022
5356,Richthofenstr.,714,Zündorf,71401.0,Zündorf,51143,0001,0001c,0002,0008
5976,Ricmudisweg,703,Ensen,70301.0,Ensen,51149,0001,0015,0002,0016
2654,Riehler Gürtel,503,Riehl,50301.0,Riehl,50735,0001,0061,0002,0088
2655,Riehler Platz,104,Neustadt/Nord,10405.0,Gerichts-Viertel,50668,0001,0005,0002,0002
2656,Riehler Str.,104,Neustadt/Nord,10403.0,Agnes-Viertel,50668,0001,0045,,
2656,Riehler Str.,104,Neustadt/Nord,10406.0,Villen-Viertel,50668,,,0002,0036
2656,Riehler Str.,104,Neustadt/Nord,10405.0,Gerichts-Viertel,50668,0049,0105,0086,0092
2656,Riehler Str.,503,Riehl,50303.0,Zoo-Flora,50735,0173,0231,,
2656,Riehler Str.,503,Riehl,50305.0,Niederländer-Viertel,50735,,,0180,0200
2657,Riehler Tal,503,Riehl,50301.0,Riehl,50735,0001,0037,,
2657,Riehler Tal,503,Riehl,50306.0,Naumann-Viertel,50735,,,0002,0052
2658,Rilkestr.,904,Holweide,90402.0,Holweide-Ost,51067,0001,0023,0004,0020
5358,Rilkestr. (Immendorf),212,Immendorf,21201.0,Immendorf,50997,0001,0029,0002,0038
5357,Rilkestr. (Junkersdorf),307,Weiden,30702.0,Neu-Weiden,50858,0001,0019,0002,0010
2659,Rinderweg,807,Brück,80706.0,Siedlung Klausenberg,51109,0005,0027,,
4731,Ringelnatzstr.,208,Rodenkirchen,20804.0,Auenviertel,50996,0001,0043,0002,0056
2660,Ringenstr.,904,Holweide,90401.0,Holweide-West,51067,0001,0057,0002,0040
5359,Ringstr. (Esch),607,Esch/Auweiler,60701.0,Esch,50765,0001,0147,0002,0148
5360,Ringstr. (Rodenkirchen),208,Rodenkirchen,20807.0,Büropark Rodenkirchen,50996,,,0002b,0054
5360,Ringstr. (Rodenkirchen),208,Rodenkirchen,20805.0,Rodenkirchen,50996,0003,0065,,
5360,Ringstr. (Rodenkirchen),208,Rodenkirchen,20803.0,Flußviertel,50996,,,0058,0072
2662,Riphahnstr.,603,Seeberg,60301.0,Seeberg-Nord,50769,0001,0041,0010,0040a
2663,Ripuarenstr.,105,Deutz,10502.0,Germanen-Viertel,50679,,,0002,0008
3601,Rispenweg,305,Müngersdorf,30503.0,Siedlung Egelspfad,50933,0001,0031,0002,0030
3960,Rita-Maiburg-Str.,406,Ossendorf,40603.0,Siedlung Butzweiler Hof,50829,0001,0007,,
5362,Ritterspornweg,210,Sürth,21003.0,Sürth-Nord,50999,,,0020,0026
2664,Ritterstr.,103,Altstadt/Nord,10307.0,Ursula-Viertel,50668,0001,0041,0002,0052
2664,Ritterstr.,104,Neustadt/Nord,10404.0,Media-Park,50670,0055,0061,,
5363,Ritterstr. (Weiß),209,Weiß,20901.0,Neu-Weiß,50999,0001,0125,0008,0076
3616,Ritter-von-Visdomen-Str.,602,Fühlingen,60201.0,Fühlingen,50769,0001,0023,0002,0016
2665,Rixdorfer Str.,901,Mülheim,90105.0,Mülheim-Nord,51063,0003,0067,0002,0096
3687,Roald-Amundsen-Str.,406,Ossendorf,40603.0,Siedlung Butzweiler Hof,50829,0001,0023,0002,0016
2666,Robert-Blum-Str.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0001,0013,0002,0020
3609,Robert-Bosch-Str.,601,Merkenich,60106.0,GE Feldkassel,50769,0001,0061,0002,0042
2667,Robert-Grosche-Str.,603,Seeberg,60301.0,Seeberg-Nord,50769,0001,0001,0002,0004
2668,Robert-Heuser-Str.,202,Marienburg,20201.0,Marienburg,50968,0001,0017,0002,0024
2669,Robert-Koch-Str.,303,Lindenthal,30302.0,Uni-Viertel,50937,0001,0001,0002,0008
2669,Robert-Koch-Str.,303,Lindenthal,30302.0,Uni-Viertel,50931,0021,0065,0010,0054
5364,Robert-Koch-Str. (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0015,0002,0106
2670,Robert-Mayer-Str.,902,Buchforst,90201.0,Buchforst,51065,,,0002,0016
2671,Robert-Perthel-Str.,507,Bilderstöckchen,50704.0,GE Bilderstöckchen,50739,0001,0037a,0002,0050
2671,Robert-Perthel-Str.,506,Longerich,50604.0,GE Longerich,50739,0045,0081a,0056,0086
2672,Robert-Schuman-Str.,809,Neubrück,80902.0,Neubrück,51109,,,0002,0064
2673,Robert-Seuffert-Str.,301,Klettenberg,30101.0,Klettenberg,50939,0001,0011,0002,0010
6010,Robert-Stern-Weg,708,Elsdorf,70801.0,Elsdorf,51145,0001,0029,0004,0032
2674,Robertstr.,802,Kalk,80201.0,Kalk,51105,0001,0029,0002,0024
5367,Robertstr. (Weiß),209,Weiß,20901.0,Neu-Weiß,50999,0001,0091,0002,0030
5366,Robertstr. (Westhoven),702,Westhoven,70202.0,Westhoven,51149,0003,0009a,0002,0012
5907,Robinienweg,204,Raderthal, , ,50997,,,,
2675,Rochusstr.,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0007,0147,0002,0134
2675,Rochusstr.,406,Ossendorf,40601.0,Ossendorf,50827,0199b,0337,0212,0246
2675,Rochusstr.,406,Ossendorf,40604.0,Ossendorf-Nord,50827,0339,0421,0350,0516
2676,Rockenhauser Str.,507,Bilderstöckchen,50701.0,Bilderstöckchen,50739,0001,0031,0002,0020
2677,Rodderbergstr.,302,Sülz,30203.0,Beethovenpark,50937,0001,0021,0002,0012
2678,Roddergasse,801,Humboldt/Gremberg,80102.0,Gremberg,51105,0001,0081,0032,0124a
2678,Roddergasse,801,Humboldt/Gremberg, , ,51105,,,0012,0012
5369,Rodderweg,210,Sürth,21001.0,Sürth,50999,0001,0047,0004,0066
2679,Rodemichweg,905,Dellbrück,90508.0,Thurn,51069,0005,0015,0002,0012
5371,Rodenkirchener Leinpfad,208,Rodenkirchen,20805.0,Rodenkirchen,50996,,,,
5372,Rodenkirchener Str. (Rondorf),208,Rodenkirchen, , ,50996,,,,
5372,Rodenkirchener Str. (Rondorf),206,Rondorf,20602.0,Hochkirchen,50997,0015,0097,0028,0120
5372,Rodenkirchener Str. (Rondorf),206,Rondorf,20601.0,Rondorf,50997,0099,0157,0122,0182
2681,Rodfeldstr.,904,Holweide,90402.0,Holweide-Ost,51067,0001,0035,0002,0026
2682,Rodstr.,904,Holweide,90402.0,Holweide-Ost,51067,0001,0015,0002,0010
2690,Roggendorfer Weg,602,Fühlingen,60201.0,Fühlingen,50769,0003,0065,0006,0038
2691,Roggendorfstr.,909,Flittard,90903.0,Bayer-Siedlung,51061,0023,0119,0002,0076
3602,Roggenweg,305,Müngersdorf,30503.0,Siedlung Egelspfad,50933,0001,0057,0002,0050
5383,Rohrdommelweg,712,Lind,71201.0,Lind,51147,,,0002,0016
2683,Röhrergasse,103,Altstadt/Nord,10304.0,Neumarkt-Viertel,50667,,,,
2692,Roisdorfer Str.,205,Zollstock,20501.0,Siedlung Zollstock,50969,0001,0013,0002,0014
2693,Rolandstr.,102,Neustadt/Süd,10201.0,Südstadt,50677,0001,0009,0002,0096
2693,Rolandstr.,102,Neustadt/Süd,10207.0,GE Südstadt,50677,0053,0105,,
5385,Rolandstr. (Wahnheide),710,Wahnheide,71001.0,Wahnheide,51147,0007,0037,0002,0030a
2694,Rolandswerther Str.,302,Sülz,30203.0,Beethovenpark,50937,0001,0009,0002,0014
2695,Rolshover Kirchweg,701,Poll, , ,51105,0103,0103,,
2695,Rolshover Kirchweg,701,Poll,70101.0,Rolshoven,51105,0117,0119,0042,0088
2696,Rolshover Str.,802,Kalk,80201.0,Kalk,51105,0001,0005,0002,0070
2696,Rolshover Str.,802,Kalk,80203.0,Technologie- und Industriepark Kalk-Süd,51105,0007,0045,,
2696,Rolshover Str.,801,Humboldt/Gremberg,80101.0,Humboldt,51105,0087,0099a,0078,0234
2696,Rolshover Str.,801,Humboldt/Gremberg,80103.0,Siedlung Lüderichstr.,51105,0113,0181,,
2696,Rolshover Str.,701,Poll,70105.0,GE Poll,51105,0225,0233,0280,0420
2696,Rolshover Str.,701,Poll,70103.0,Poll-Ost,51105,0515,0529b,,
2696,Rolshover Str.,701,Poll,70101.0,Rolshoven,51105,,,0524,0590
2696,Rolshover Str.,701,Poll,70102.0,Poll,51105,0533,0599,,
2697,Romain-Rolland-Str.,809,Neubrück,80901.0,Bungalow-Siedlung,51109,0001,0021,0002,0022
6064,Romaneystr.,903,Buchheim,90302.0,Buchheim,51063,,,0004,0004
2698,Roman-Kühnel-Weg,305,Müngersdorf,30502.0,Stadion,50933,,,,
2699,Rombergstr.,303,Lindenthal,30305.0,Deckstein,50935,0003,0007,0004,0014a
2684,Römergasse,103,Altstadt/Nord,10303.0,Gereons-Viertel,50672,0001,0007,0002,0002
5375,Römerstr. (Rodenkirchen),208,Rodenkirchen,20806.0,Schillingsrott,50996,0001,0115,0002,0094
5374,Römerstr. (Weiden),307,Weiden,30701.0,Alt-Weiden,50858,0011,0021,0006,0016
2701,Rommerscheider Str.,905,Dellbrück,90508.0,Thurn,51069,0001,0021,0002,0012
2702,Rommerskircher Str.,506,Longerich,50602.0,Neu-Longerich,50739,0001,0017,0002,0012
2703,Roncalliplatz,103,Altstadt/Nord,10305.0,City,50667,,,0002,0004
5386,Rondorfer Hauptstr.,206,Rondorf,20601.0,Rondorf,50997,0001,0101,0002,0100
5386,Rondorfer Hauptstr.,206,Rondorf,20607.0,Rondorf-Ost,50997,0103,0115,0102,0116
2704,Rondorfer Str.,202,Marienburg,20201.0,Marienburg,50968,0003,0013,0002,0056
6047,Rondoweg,607,Esch/Auweiler,60702.0,Auweiler,50765,0001,0019,0002,0052
2685,Rönsahler Str.,907,Dünnwald,90702.0,Dünnwald,51069,0001,0027,0002,0030
2686,Röntgenstr.,402,Neuehrenfeld,40202.0,Neuehrenfeld,50823,0001,0027,0002,0020
5378,Röntgenstr. (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0037,0002,0024
5377,Röntgenstr. (Porz),706,Porz,70603.0,Porz-Ost,51145,0001,0023,0002,0024
2705,Roonstr.,102,Neustadt/Süd,10203.0,Studenten-Viertel,50674,0003,0021,0002,0012
2705,Roonstr.,102,Neustadt/Süd,10206.0,Rathenau-Viertel,50674,0025,0055,0016,0086
2705,Roonstr.,102,Neustadt/Süd,10205.0,Komponisten-Viertel,50674,0057,0071,0088,0108
5388,Roonstr. (Rodenkirchen),208,Rodenkirchen,20804.0,Auenviertel,50996,0003,0013,0002,0008
2687,Rösberger Str.,204,Raderthal,20401.0,Volkspark-Siedlung,50968,0001,0017,0002,0018
2706,Rosellstr.,909,Flittard,90901.0,Flittard,51061,0005,0019,0006,0012
5389,Rosengasse,715,Langel,71501.0,Langel-Süd (rrh.),51143,0001,0011,0004,0006
5390,Rosenhügel,714,Zündorf,71403.0,Zündorf-Nord,51143,0001,0035,0002,0134
5391,Rosenplatz,308,Lövenich,30801.0,Lövenich,50859,0001,0005,,
2707,Rosenstr.,101,Altstadt/Süd,10106.0,Severins-Viertel,50678,0001,0061,0002,0064
5392,Rosenstr. (Zündorf),714,Zündorf,71403.0,Zündorf-Nord,51143,0001,0055,0002,0024
5395,Rosenweg (Junkersdorf),306,Junkersdorf,30601.0,Junkersdorf,50858,0001,0005,0002,0006
5394,Rosenweg (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0015,0002,0014
2708,Rosenzweigweg,205,Zollstock,20501.0,Siedlung Zollstock,50969,0001,0003,,
6022,Rosmarinweg,309,Widdersdorf,30905.0,Widdersdorf-Süd,50859,0001,0071,0002,0090
2688,Rösrather Str.,805,Ostheim,80501.0,Ostheim-Nord,51107,0003,0151,0002,0256
2688,Rösrather Str.,808,Rath/Heumar,80802.0,Rath,51107,0263,0769,0328,0760
2688,Rösrather Str.,705,Eil, , ,51107,,,0770,0770
2709,Roßbachstr.,505,Weidenpesch,50502.0,Weidenpesch,50737,0001,0021,0002,0014
2710,Roßstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0001,0043,0012,0046
2711,Rostocker Str.,505,Weidenpesch,50504.0,Merheim (lrh.),50737,0001,0009,0002,0014
4363,Rotbuchenweg,306,Junkersdorf,30602.0,Stadtwaldsiedlung,50858,0001,0007,0002,0014
5397,Rotdornallee,210,Sürth,21001.0,Sürth,50999,0001,0015,0002,0036
5398,Rotdornstr.,208,Rodenkirchen,20803.0,Flußviertel,50996,0001,0031,0002,0014
2712,Rotdornweg,403,Bickendorf,40303.0,Siedlung Bickendorf,50827,0001,0067,0002,0068
5400,Rotdornweg (Heumar),808,Rath/Heumar,80802.0,Rath,51107,0013,0041,0002,0030
5399,Rotdornweg (Pesch),606,Pesch,60601.0,Pesch,50767,0001,0015,0002,0010
5401,Rotdornweg (Widdersdorf),309,Widdersdorf,30901.0,Neu-Widdersdorf,50859,0001,0027,0004,0014
3478,Rote-Funken-Plätzchen,103,Altstadt/Nord,10306.0,Martins-Viertel,50667,,,,
2713,Roteichenweg,905,Dellbrück,90507.0,Dellbrück-Süd,51069,0001,0011a,0002,0020
2714,Rothehausstr.,401,Ehrenfeld,40104.0,Vogelsanger Str.,50823,0001,0051,0002,0056
2715,Rothenburger Str.,804,Höhenberg,80402.0,Höhenberg-Süd,51103,0001,0027,0002,0014
2716,Rothenkruger Str.,402,Neuehrenfeld,40201.0,Siedlung Takufeld,50825,0001,0017,0002,0028
2717,Rothgerberbach,101,Altstadt/Süd,10104.0,Pantaleons-Viertel,50676,0001,0005,,
2717,Rothgerberbach,101,Altstadt/Süd,10103.0,Cäcilien-Viertel,50676,,,0002,0006
2718,Rotkäppchenweg,904,Holweide,90406.0,Märchen-Siedlung,51067,0001,0029,0002,0032
5404,Rotkäppchenweg (Hochkirchen),206,Rondorf,20602.0,Hochkirchen,50997,0001,0015,,
2719,Rotkehlchenweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0057,0010,0058
5405,Rotkehlchenweg (Hochkirchen),206,Rondorf,20602.0,Hochkirchen,50997,0003,0005,0004,0006
2720,Rotschwänzchenweg,404,Vogelsang,40402.0,Siedlung Vogelsang,50829,0001,0019,0004,0014
5788,Rotterbergstr.,208,Rodenkirchen,20803.0,Flußviertel,50996,0001,0021,0004,0030
2721,Rotterdamer Str.,503,Riehl,50305.0,Niederländer-Viertel,50735,0001,0039,0002,0010
2689,Röttgensweg,808,Rath/Heumar,80802.0,Rath,51107,0003,0031,0012,0044a
2689,Röttgensweg,808,Rath/Heumar,80804.0,Siedlung Röttgen,51107,0051,0073,0054,0070
2722,Rottweiler Str.,507,Bilderstöckchen,50703.0,Parkgürtel-Süd,50739,0001,0003,0002,0012
2723,Rubensstr.,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50676,0001,0041,0002,0042
5406,Rubensstr. (Rodenkirchen),208,Rodenkirchen,20802.0,Künstler-Viertel,50999,0001,0007,0002,0012
2730,Rückertstr.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0001,0041,0002,0026
2731,Rüdellstr.,506,Longerich,50601.0,Gartenstadt-Nord,50737,0001,0037b,0002,0030
2732,Rüdesheimer Str.,901,Mülheim,90102.0,Mülheimer Stadtgarten,51065,0003,0041,0002,0042
3967,Rudi-Conin-Str.,406,Ossendorf,40602.0,GE Ossendorf,50829,,,,
2733,Rüdigerstr.,806,Merheim,80601.0,Merheim,51109,0001,0115,0002,0120
2733,Rüdigerstr.,904,Holweide, , ,51067,,,0150,0160
3937,Rudi-Jaehne-Str.,601,Merkenich,60103.0,Merkenich,50769,,,0010,0010
3656,Rudolf-Amelunxen-Str.,302,Sülz,30205.0,Justiz-Viertel,50939,0051,0051,0022,0052
2724,Rudolf-Breitscheid-Str.,904,Holweide,90401.0,Holweide-West,51067,0001,0023,0002,0024
5916,Rudolf-Buch-Str.,210,Sürth,21003.0,Sürth-Nord,50999,0001,0019,0002,0044
2725,Rudolf-Clausius-Str.,902,Buchforst,90201.0,Buchforst,51065,0001,0001,0002,0002
5408,Rudolf-Diesel-Str.,705,Eil,70503.0,GE Eil,51149,,,0008,0032
2726,Rudolf-Harbig-Weg,305,Müngersdorf,30502.0,Stadion,50933,,,,
2727,Rudolfplatz,101,Altstadt/Süd,10102.0,Mauritius-Viertel,50674,0001,0009,0002,0014
2728,Rudolf-Schmidt-Weg,612,Worringen,61201.0,Alt-Worringen,50769,0001,0021,,
2729,Rudolf-Sohm-Str.,504,Niehl,50407.0,Ford-Siedlung,50735,0013,0069,0014,0070
5409,Rudolfweg,209,Weiß,20901.0,Neu-Weiß,50999,0003,0011,,
3538,Rügenweg,609,Chorweiler,60902.0,Siedlung Chorweiler-Nord,50765,0005,0011,0014,0014
5410,Rügenweg (Rondorf),206,Rondorf,20603.0,Rondorf-West,50997,0005,0013,0002,0034
2735,Ruhrorter Str.,504,Niehl,50401.0,Siedlung Gelsenkirchener Str.,50735,0001,0015,0002,0010
5411,Ruhrweg,702,Westhoven,70202.0,Westhoven,51149,,,0010,0010
5412,Rumpelstilzchenweg,206,Rondorf,20602.0,Hochkirchen,50997,0001,0011,,
2734,Ründerother Str.,807,Brück,80706.0,Siedlung Klausenberg,51109,0005,0021,0002,0016
2736,Rungestr.,909,Flittard,90903.0,Bayer-Siedlung,51061,0001,0053,0002,0058
2737,Rupertusstr.,105,Deutz,10501.0,Deutz,50679,0001,0021,0008,0014
2738,Ruppichterother Str.,807,Brück,80703.0,Bergische Siedlung,51109,,,0002,0020
2739,Ruppiner Str.,805,Ostheim,80501.0,Ostheim-Nord,51107,0001,0029,0002,0016b
2740,Rupprechtstr.,302,Sülz,30202.0,Sülz,50937,0001,0011,0002,0014
5413,Rurseeallee,308,Lövenich,30804.0,Lövenich-West,50859,0001,0025,0002,0026
2741,Rurstr.,303,Lindenthal,30303.0,Neu-Lindenthal,50937,0001,0019,0002,0012a
2741,Rurstr.,303,Lindenthal,30303.0,Neu-Lindenthal,50935,0023,0037,0014,0050
5414,Rurstr. (Rodenkirchen),208,Rodenkirchen,20803.0,Flußviertel,50996,0003,0019,0002,0020
3789,Ruth-Hallensleben-Str.,507,Bilderstöckchen,50704.0,GE Bilderstöckchen,50739,0003,0007,0004,0006
3909,Ruth-Scheye-Weg,701,Poll,70102.0,Poll,51105,0001,0037,0002,0020
2743,Ruwergasse,909,Flittard,90901.0,Flittard,51061,0001,0051,0002,0012
2744,Rybniker Str.,903,Buchheim,90301.0,Siedlung Buchheim,51065,0001,0015,0002,0012
3539,Saalestr.,609,Chorweiler,60902.0,Siedlung Chorweiler-Nord,50765,0001,0011,0010,0054
2745,Saalfelder Str.,804,Höhenberg,80401.0,Germania-Siedlung,51103,0001,0077,0002,0028
2746,Saarbrücker Str.,805,Ostheim,80502.0,Ostheim-Süd,51107,0001,0047,0002,0034
2747,Saarstr.,102,Neustadt/Süd,10202.0,Volksgarten-Viertel,50677,0001,0015,0006,0022
5416,Saarstr. (Lövenich),308,Lövenich,30804.0,Lövenich-West,50859,0001,0015,0002,0086
5417,Saarstr. (Rodenkirchen),208,Rodenkirchen,20803.0,Flußviertel,50996,0003,0071,0016,0050
2748,Sachsenbergstr.,105,Deutz, , ,50679,0001,0001,,
2748,Sachsenbergstr.,901,Mülheim,90109.0,GI Mülheim-Süd,51063,0001a,0005,0002,0004
2749,Sachsenring,102,Neustadt/Süd,10201.0,Südstadt,50677,0001,0061,0002,0042
